,Entity,Code,Day,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces
921,Indonesia,IDN,2022-08-26,13.286,34.0,17.143,-8.286,48.143,19.714
922,Indonesia,IDN,2022-08-27,13.571,34.286,17.0,-7.714,48.0,19.714
923,Indonesia,IDN,2022-08-28,14.143,35.0,16.714,-7.0,48.429,19.714
924,Indonesia,IDN,2022-08-29,14.143,34.857,16.714,-7.0,47.429,19.714
925,Indonesia,IDN,2022-08-30,14.143,35.0,16.429,-7.0,46.571,19.857
926,Indonesia,IDN,2022-08-31,14.429,35.571,16.143,-6.857,45.571,20.0
927,Indonesia,IDN,2022-09-01,14.714,36.0,15.571,-6.714,44.714,20.0
928,Indonesia,IDN,2022-09-02,15.0,36.429,15.143,-6.571,44.286,19.857
929,Indonesia,IDN,2022-09-03,15.286,37.0,14.571,-6.286,44.286,19.571
930,Indonesia,IDN,2022-09-04,15.714,37.429,14.143,-5.857,44.429,19.143
931,Indonesia,IDN,2022-09-05,16.0,38.0,13.571,-5.714,44.429,19.286
932,Indonesia,IDN,2022-09-06,16.143,38.143,13.286,-5.571,44.571,19.286
933,Indonesia,IDN,2022-09-07,15.857,37.429,13.143,-5.571,44.714,19.429
934,Indonesia,IDN,2022-09-08,15.429,36.286,13.286,-5.857,44.286,19.429
935,Indonesia,IDN,2022-09-09,14.714,34.857,13.286,-6.143,43.286,19.571
936,Indonesia,IDN,2022-09-10,14.143,33.714,13.429,-6.714,42.143,19.714
937,Indonesia,IDN,2022-09-11,14.0,33.286,13.571,-7.0,41.714,20.0
938,Indonesia,IDN,2022-09-12,14.0,32.714,13.714,-7.0,41.857,20.286
939,Indonesia,IDN,2022-09-13,14.0,32.286,13.857,-7.0,41.571,20.429
940,Indonesia,IDN,2022-09-14,14.429,32.429,13.714,-7.0,41.714,20.571
941,Indonesia,IDN,2022-09-15,14.571,32.714,13.571,-6.714,42.286,20.857
942,Indonesia,IDN,2022-09-16,14.714,32.857,13.429,-6.714,42.571,20.429
943,Indonesia,IDN,2022-09-17,14.857,32.857,13.429,-6.571,43.286,20.143
944,Indonesia,IDN,2022-09-18,14.286,32.143,13.429,-6.857,43.143,19.714
945,Indonesia,IDN,2022-09-19,13.714,31.571,13.429,-7.143,42.429,19.0
946,Indonesia,IDN,2022-09-20,13.143,31.143,13.429,-7.286,41.714,18.429
947,Indonesia,IDN,2022-09-21,12.429,30.429,13.571,-7.571,40.714,17.714
948,Indonesia,IDN,2022-09-22,12.0,29.571,13.714,-8.0,39.857,17.0
949,Indonesia,IDN,2022-09-23,12.0,29.429,13.857,-8.0,39.571,17.0
950,Indonesia,IDN,2022-09-24,12.0,29.429,13.857,-8.0,39.286,17.0
951,Indonesia,IDN,2022-09-25,12.286,29.714,13.857,-8.0,39.429,17.143
952,Indonesia,IDN,2022-09-26,12.429,29.714,13.857,-8.0,39.429,17.286
953,Indonesia,IDN,2022-09-27,12.857,29.857,13.857,-8.0,39.857,17.429
954,Indonesia,IDN,2022-09-28,13.143,30.286,13.714,-7.857,40.286,17.571
955,Indonesia,IDN,2022-09-29,13.286,30.714,13.571,-7.714,40.429,17.857
956,Indonesia,IDN,2022-09-30,13.286,31.286,13.571,-7.571,40.143,18.0
957,Indonesia,IDN,2022-10-01,13.286,31.857,13.571,-7.286,39.571,18.143
958,Indonesia,IDN,2022-10-02,13.143,32.143,13.571,-7.143,38.429,17.714
959,Indonesia,IDN,2022-10-03,12.857,32.286,13.571,-7.143,37.714,17.714
960,Indonesia,IDN,2022-10-04,12.429,32.143,13.571,-7.286,37.0,17.714
961,Indonesia,IDN,2022-10-05,12.571,32.714,13.571,-7.0,36.571,17.714
962,Indonesia,IDN,2022-10-06,12.0,32.286,13.714,-6.857,35.429,17.714
963,Indonesia,IDN,2022-10-07,11.714,32.0,13.571,-6.143,35.429,17.286
964,Indonesia,IDN,2022-10-08,11.571,31.143,14.0,-5.714,37.571,11.286
965,Indonesia,IDN,2022-10-09,11.429,30.571,13.857,-5.286,38.0,10.857
966,Indonesia,IDN,2022-10-10,11.714,30.857,13.714,-4.571,38.714,10.714
967,Indonesia,IDN,2022-10-11,11.571,30.571,13.714,-4.286,38.714,10.571
968,Indonesia,IDN,2022-10-12,11.143,29.714,13.714,-4.571,39.143,10.571
969,Indonesia,IDN,2022-10-13,11.143,29.429,13.571,-4.857,39.714,10.429
970,Indonesia,IDN,2022-10-14,11.286,29.286,13.571,-5.571,40.0,10.714
971,Indonesia,IDN,2022-10-15,11.0,29.143,13.143,-6.429,37.571,16.429
